DAY_DATE,DIRECTION,SPX_TR,,
5/12/06,FWD,0.0026,,
5/15/06,FWD,-0.0019,,
5/16/06,FWD,-0.0166,,
5/17/06,FWD,-0.0066,,
5/18/06,FWD,0.0041,,
5/19/06,FWD,-0.0039,,
5/22/06,FWD,-0.0043,,
5/23/06,FWD,0.0016,,
5/24/06,FWD,0.0115,,
5/25/06,FWD,0.0059,,
5/26/06,FWD,-0.0158,,
5/30/06,FWD,0.0085,,
5/31/06,FWD,0.0123,,
6/1/06,FWD,0.002,,
6/2/06,FWD,-0.0178,,
6/5/06,FWD,-0.0011,,
6/6/06,FWD,-0.0059,,
6/7/06,FWD,0.0015,,
6/8/06,FWD,-0.0045,,
6/9/06,FWD,-0.0127,,
6/12/06,FWD,-0.01,,
6/13/06,FWD,0.0052,,
6/14/06,FWD,0.0213,,
6/15/06,FWD,-0.0037,,
6/16/06,FWD,-0.0091,,
6/19/06,FWD,0,,
6/20/06,FWD,0.0098,,
6/21/06,FWD,-0.005,,
6/22/06,FWD,-0.0009,,
6/23/06,FWD,0.0049,,
6/26/06,FWD,-0.0091,,
6/27/06,FWD,0.0057,,
6/28/06,FWD,0.0216,,
6/29/06,FWD,-0.0021,,
6/30/06,FWD,0.008,,
7/3/06,FWD,-0.0071,,
7/5/06,FWD,0.0028,,
7/6/06,FWD,-0.0068,,
7/7/06,FWD,0.0015,,
7/10/06,FWD,0.0042,,
7/11/06,FWD,-0.0108,,
7/12/06,FWD,-0.0129,,
7/13/06,FWD,-0.0049,,
7/14/06,FWD,-0.0014,,
7/17/06,FWD,0.0019,,
7/18/06,FWD,0.0187,,
7/19/06,FWD,-0.0085,,
7/20/06,FWD,-0.0071,,
7/21/06,FWD,0.0167,,
7/24/06,FWD,0.0063,,
7/25/06,FWD,-0.0004,,
7/26/06,FWD,-0.0039,,
7/27/06,FWD,0.0122,,
7/28/06,FWD,-0.0015,,
7/31/06,FWD,-0.0045,,
8/1/06,FWD,0.0062,,
8/2/06,FWD,0.0017,,
8/3/06,FWD,-0.0007,,
8/4/06,FWD,-0.0028,,
8/7/06,FWD,-0.0033,,
8/8/06,FWD,-0.0041,,
8/9/06,FWD,0.0048,,
8/10/06,FWD,-0.0038,,
8/11/06,FWD,0.0012,,
8/14/06,FWD,0.0138,,
8/15/06,FWD,0.0079,,
8/16/06,FWD,0.0016,,
8/17/06,FWD,0.0037,,
8/18/06,FWD,-0.0037,,
8/21/06,FWD,0.001,,
8/22/06,FWD,-0.0044,,
8/23/06,FWD,0.0024,,
8/24/06,FWD,-0.0006,,
8/25/06,FWD,0.0052,,
8/28/06,FWD,0.0021,,
8/29/06,FWD,0.0004,,
8/30/06,FWD,-0.0003,,
8/31/06,FWD,0.0055,,
9/1/06,FWD,0.0018,,
9/5/06,FWD,-0.0097,,
9/6/06,FWD,-0.0048,,
9/7/06,FWD,0.0038,,
9/8/06,FWD,0.0005,,
9/11/06,FWD,0.0105,,
9/12/06,FWD,0.0041,,
9/13/06,FWD,-0.0013,,
9/14/06,FWD,0.0027,,
9/15/06,FWD,0.001,,
9/18/06,FWD,-0.0022,,
9/19/06,FWD,0.0052,,
9/20/06,FWD,-0.0052,,
9/21/06,FWD,-0.0025,,
9/22/06,FWD,0.0088,,
9/25/06,FWD,0.0075,,
9/26/06,FWD,0.0004,,
9/27/06,FWD,0.0019,,
9/28/06,FWD,-0.0025,,
9/29/06,FWD,-0.0034,,
10/2/06,FWD,0.0021,,
10/3/06,FWD,0.0123,,
10/4/06,FWD,0.0025,,
10/5/06,FWD,-0.0027,,
10/6/06,FWD,0.0008,,
10/9/06,FWD,0.0021,,
10/10/06,FWD,-0.0025,,
10/11/06,FWD,0.0096,,
10/12/06,FWD,0.002,,
10/13/06,FWD,0.0025,,
10/16/06,FWD,-0.0037,,
10/17/06,FWD,0.0015,,
10/18/06,FWD,0.0008,,
10/19/06,FWD,0.0012,,
10/20/06,FWD,0.0062,,
10/23/06,FWD,0.0003,,
10/24/06,FWD,0.0035,,
10/25/06,FWD,0.005,,
10/26/06,FWD,-0.0083,,
10/27/06,FWD,0.0005,,
10/30/06,FWD,0,,
10/31/06,FWD,-0.0072,,
11/1/06,FWD,-0.0001,,
11/2/06,FWD,-0.0022,,
11/3/06,FWD,0.0114,,
11/6/06,FWD,0.0022,,
11/7/06,FWD,0.0023,,
11/8/06,FWD,-0.0051,,
11/9/06,FWD,0.0019,,
11/10/06,FWD,0.0028,,
11/13/06,FWD,0.0065,,
11/14/06,FWD,0.0026,,
11/15/06,FWD,0.0023,,
11/16/06,FWD,0.001,,
11/17/06,FWD,-0.0005,,
11/20/06,FWD,0.0017,,
11/21/06,FWD,0.0024,,
11/22/06,FWD,-0.0036,,
11/24/06,FWD,-0.0136,,
11/27/06,FWD,0.0037,,
11/28/06,FWD,0.0096,,
11/29/06,FWD,0.0008,,
11/30/06,FWD,-0.0028,,
12/1/06,FWD,0.0089,,
12/4/06,FWD,0.004,,
12/5/06,FWD,-0.0011,,
12/6/06,FWD,-0.0039,,
12/7/06,FWD,0.0018,,
12/8/06,FWD,0.0023,,
12/11/06,FWD,-0.001,,
12/12/06,FWD,0.0014,,
12/13/06,FWD,0.0088,,
12/14/06,FWD,0.0011,,
12/15/06,FWD,-0.0032,,
12/18/06,FWD,0.0022,,
12/19/06,FWD,-0.0014,,
12/20/06,FWD,-0.0034,,
12/21/06,FWD,-0.0052,,
12/22/06,FWD,0.0044,,
12/26/06,FWD,0.0072,,
12/27/06,FWD,-0.0014,,
12/28/06,FWD,-0.0045,,
12/29/06,FWD,-0.001,,
1/3/07,FWD,0.0012,,
1/4/07,FWD,-0.0061,,
1/5/07,FWD,0.0025,,
1/8/07,FWD,-0.0005,,
1/9/07,FWD,0.0021,,
1/10/07,FWD,0.0064,,
1/11/07,FWD,0.0049,,
1/12/07,FWD,0.0008,,
1/16/07,FWD,-0.0008,,
1/17/07,FWD,-0.0029,,
1/18/07,FWD,0.0029,,
1/19/07,FWD,-0.0053,,
1/22/07,FWD,0.0035,,
1/23/07,FWD,0.0085,,
1/24/07,FWD,-0.0113,,
1/25/07,FWD,-0.0012,,
1/26/07,FWD,-0.001,,
1/29/07,FWD,0.0058,,
1/30/07,FWD,0.0067,,
1/31/07,FWD,0.0056,,
2/1/07,FWD,0.0017,,
2/2/07,FWD,-0.0009,,
2/5/07,FWD,0.0007,,
2/6/07,FWD,0.0018,,
2/7/07,FWD,-0.0012,,
2/8/07,FWD,-0.007,,
2/9/07,FWD,-0.0032,,
2/12/07,FWD,0.0078,,
2/13/07,FWD,0.0079,,
2/14/07,FWD,0.0011,,
2/15/07,FWD,-0.0008,,
2/16/07,FWD,0.0029,,
2/20/07,FWD,-0.0014,,
2/21/07,FWD,-0.0006,,
2/22/07,FWD,-0.0035,,
2/23/07,FWD,-0.0011,,
2/26/07,FWD,-0.0346,,
2/27/07,FWD,0.0059,,
2/28/07,FWD,-0.0026,,
3/1/07,FWD,-0.0114,,
3/2/07,FWD,-0.0094,,
3/5/07,FWD,0.0155,,
3/6/07,FWD,-0.0022,,
3/7/07,FWD,0.0072,,
3/8/07,FWD,0.0007,,
3/9/07,FWD,0.0027,,
3/12/07,FWD,-0.0201,,
3/13/07,FWD,0.0068,,
3/14/07,FWD,0.0037,,
3/15/07,FWD,-0.0038,,
3/16/07,FWD,0.0109,,
3/19/07,FWD,0.0063,,
3/20/07,FWD,0.0171,,
3/21/07,FWD,-0.0004,,
3/22/07,FWD,0.0011,,
3/23/07,FWD,0.001,,
3/26/07,FWD,-0.0062,,
3/27/07,FWD,-0.0078,,
3/28/07,FWD,0.0038,,
3/29/07,FWD,-0.0012,,
3/30/07,FWD,0.0026,,
4/2/07,FWD,0.0095,,
4/3/07,FWD,0.0011,,
4/4/07,FWD,0.0033,,
4/5/07,FWD,0.0006,,
4/9/07,FWD,0.0026,,
4/10/07,FWD,-0.0065,,
4/11/07,FWD,0.0062,,
4/12/07,FWD,0.0035,,
4/13/07,FWD,0.0108,,
4/16/07,FWD,0.002,,
4/17/07,FWD,0.0007,,
4/18/07,FWD,-0.0012,,
4/19/07,FWD,0.0093,,
4/20/07,FWD,-0.0023,,
4/23/07,FWD,-0.0003,,
4/24/07,FWD,0.0102,,
4/25/07,FWD,-0.0007,,
4/26/07,FWD,-0.0001,,
4/27/07,FWD,-0.0078,,
4/30/07,FWD,0.0027,,
5/1/07,FWD,0.0066,,
5/2/07,FWD,0.0046,,
5/3/07,FWD,0.0022,,
5/4/07,FWD,0.0026,,
5/7/07,FWD,-0.0011,,
5/8/07,FWD,0.0035,,
5/9/07,FWD,-0.0138,,
5/10/07,FWD,0.0097,,
5/11/07,FWD,-0.0017,,
5/14/07,FWD,-0.0012,,
5/15/07,FWD,0.0089,,
5/16/07,FWD,-0.0008,,
5/17/07,FWD,0.0066,,
5/18/07,FWD,0.0015,,
5/21/07,FWD,-0.0006,,
5/22/07,FWD,-0.0012,,
5/23/07,FWD,-0.0096,,
5/24/07,FWD,0.0055,,
5/25/07,FWD,0.0017,,
5/29/07,FWD,0.0084,,
5/30/07,FWD,0.0003,,
5/31/07,FWD,0.0037,,
6/1/07,FWD,0.0019,,
6/4/07,FWD,-0.0053,,
6/5/07,FWD,-0.0086,,
6/6/07,FWD,-0.0175,,
6/7/07,FWD,0.0114,,
6/8/07,FWD,0.001,,
6/11/07,FWD,-0.0107,,
6/12/07,FWD,0.0154,,
6/13/07,FWD,0.0049,,
6/14/07,FWD,0.0065,,
6/15/07,FWD,-0.0012,,
6/18/07,FWD,0.0018,,
6/19/07,FWD,-0.0136,,
6/20/07,FWD,0.0064,,
6/21/07,FWD,-0.0129,,
6/22/07,FWD,-0.0032,,
6/25/07,FWD,-0.0032,,
6/26/07,FWD,0.0092,,
6/27/07,FWD,-0.0004,,
6/28/07,FWD,-0.0016,,
6/29/07,FWD,0.0107,,
7/2/07,FWD,0.0038,,
7/3/07,FWD,0.0004,,
7/5/07,FWD,0.0036,,
7/6/07,FWD,0.0009,,
7/9/07,FWD,-0.0142,,
7/10/07,FWD,0.0058,,
7/11/07,FWD,0.0191,,
7/12/07,FWD,0.0031,,
7/13/07,FWD,-0.0019,,
7/16/07,FWD,-0.0001,,
7/17/07,FWD,-0.002,,
7/18/07,FWD,0.0045,,
7/19/07,FWD,-0.0122,,
7/20/07,FWD,0.0049,,
7/23/07,FWD,-0.0198,,
7/24/07,FWD,0.0047,,
7/25/07,FWD,-0.0233,,
7/26/07,FWD,-0.0158,,
7/27/07,FWD,0.0103,,
7/30/07,FWD,-0.0126,,
7/31/07,FWD,0.0073,,
8/1/07,FWD,0.0046,,
8/2/07,FWD,-0.0265,,
8/3/07,FWD,0.0242,,
8/6/07,FWD,0.0062,,
8/7/07,FWD,0.0144,,
8/8/07,FWD,-0.0295,,
8/9/07,FWD,0.0004,,
8/10/07,FWD,-0.0003,,
8/13/07,FWD,-0.018,,
8/14/07,FWD,-0.0136,,
8/15/07,FWD,0.0033,,
8/16/07,FWD,0.0246,,
8/17/07,FWD,-0.0003,,
8/20/07,FWD,0.0011,,
8/21/07,FWD,0.0118,,
8/22/07,FWD,-0.0011,,
8/23/07,FWD,0.0116,,
8/24/07,FWD,-0.0085,,
8/27/07,FWD,-0.0234,,
8/28/07,FWD,0.0222,,
8/29/07,FWD,-0.0041,,
8/30/07,FWD,0.0112,,
8/31/07,FWD,0.0105,,
9/4/07,FWD,-0.011,,
9/5/07,FWD,0.0044,,
9/6/07,FWD,-0.0169,,
9/7/07,FWD,-0.0012,,
9/10/07,FWD,0.0136,,
9/11/07,FWD,0.0003,,
9/12/07,FWD,0.0085,,
9/13/07,FWD,0.0002,,
9/14/07,FWD,-0.0051,,
9/17/07,FWD,0.0292,,
9/18/07,FWD,0.0061,,
9/19/07,FWD,-0.0065,,
9/20/07,FWD,0.0046,,
9/21/07,FWD,-0.0053,,
9/24/07,FWD,-0.0003,,
9/25/07,FWD,0.0056,,
9/26/07,FWD,0.0039,,
9/27/07,FWD,-0.003,,
9/28/07,FWD,0.0133,,
10/1/07,FWD,-0.0003,,
10/2/07,FWD,-0.0044,,
10/3/07,FWD,0.0021,,
10/4/07,FWD,0.0098,,
10/5/07,FWD,-0.0032,,
10/8/07,FWD,0.0081,,
10/9/07,FWD,-0.0016,,
10/10/07,FWD,-0.0051,,
10/11/07,FWD,0.0048,,
10/12/07,FWD,-0.0084,,
10/15/07,FWD,-0.0066,,
10/16/07,FWD,0.0019,,
10/17/07,FWD,-0.0007,,
10/18/07,FWD,-0.0256,,
10/19/07,FWD,0.0038,,
10/22/07,FWD,0.0088,,
10/23/07,FWD,-0.0024,,
10/24/07,FWD,-0.001,,
10/25/07,FWD,0.0138,,
10/26/07,FWD,0.0039,,
10/29/07,FWD,-0.0064,,
10/30/07,FWD,0.0121,,
10/31/07,FWD,-0.0262,,
11/1/07,FWD,0.0008,,
11/2/07,FWD,-0.0049,,
11/5/07,FWD,0.0121,,
11/6/07,FWD,-0.0289,,
11/7/07,FWD,-0.0005,,
11/8/07,FWD,-0.0143,,
11/9/07,FWD,-0.01,,
11/12/07,FWD,0.0294,,
11/13/07,FWD,-0.0068,,
11/14/07,FWD,-0.0132,,
11/15/07,FWD,0.0053,,
11/16/07,FWD,-0.0174,,
11/19/07,FWD,0.0045,,
11/20/07,FWD,-0.0159,,
11/21/07,FWD,0.017,,
11/23/07,FWD,-0.0232,,
11/26/07,FWD,0.015,,
11/27/07,FWD,0.0289,,
11/28/07,FWD,0.0005,,
11/29/07,FWD,0.0078,,
11/30/07,FWD,-0.0059,,
12/3/07,FWD,-0.0065,,
12/4/07,FWD,0.0157,,
12/5/07,FWD,0.0151,,
12/6/07,FWD,-0.0018,,
12/7/07,FWD,0.0075,,
12/10/07,FWD,-0.0253,,
12/11/07,FWD,0.0062,,
12/12/07,FWD,0.0013,,
12/13/07,FWD,-0.0137,,
12/14/07,FWD,-0.015,,
12/17/07,FWD,0.0063,,
12/18/07,FWD,-0.0013,,
12/19/07,FWD,0.0052,,
12/20/07,FWD,0.0168,,
12/21/07,FWD,0.0081,,
12/24/07,FWD,0.0008,,
12/26/07,FWD,-0.014,,
12/27/07,FWD,0.0015,,
12/28/07,FWD,-0.0068,,
12/31/07,FWD,-0.0142,,
1/2/08,FWD,0,,
1/3/08,FWD,-0.0246,,
1/4/08,FWD,0.0032,,
1/7/08,FWD,-0.018,,
1/8/08,FWD,0.0137,,
1/9/08,FWD,0.008,,
1/10/08,FWD,-0.0135,,
1/11/08,FWD,0.0109,,
1/14/08,FWD,-0.0249,,
1/15/08,FWD,-0.0055,,
1/16/08,FWD,-0.0291,,
1/17/08,FWD,-0.006,,
1/18/08,FWD,-0.0111,,
1/22/08,FWD,0.0215,,
1/23/08,FWD,0.0101,,
1/24/08,FWD,-0.0159,,
1/25/08,FWD,0.0176,,
1/28/08,FWD,0.0062,,
1/29/08,FWD,-0.0047,,
1/30/08,FWD,0.0169,,
1/31/08,FWD,0.0122,,
2/1/08,FWD,-0.0104,,
2/4/08,FWD,-0.0319,,
2/5/08,FWD,-0.0072,,
2/6/08,FWD,0.0081,,
2/7/08,FWD,-0.0042,,
2/8/08,FWD,0.0059,,
2/11/08,FWD,0.0073,,
2/12/08,FWD,0.014,,
2/13/08,FWD,-0.0134,,
2/14/08,FWD,0.0009,,
2/15/08,FWD,-0.0008,,
2/19/08,FWD,0.0084,,
2/20/08,FWD,-0.0125,,
2/21/08,FWD,0.008,,
2/22/08,FWD,0.0138,,
2/25/08,FWD,0.0069,,
2/26/08,FWD,-0.0007,,
2/27/08,FWD,-0.0088,,
2/28/08,FWD,-0.0271,,
2/29/08,FWD,0.0006,,
3/3/08,FWD,-0.0034,,
3/4/08,FWD,0.0057,,
3/5/08,FWD,-0.0219,,
3/6/08,FWD,-0.0084,,
3/7/08,FWD,-0.0154,,
3/10/08,FWD,0.0372,,
3/11/08,FWD,-0.0087,,
3/12/08,FWD,0.0052,,
3/13/08,FWD,-0.0208,,
3/14/08,FWD,-0.0088,,
3/17/08,FWD,0.0424,,
3/18/08,FWD,-0.0243,,
3/19/08,FWD,0.0239,,
3/20/08,FWD,0.0153,,
3/24/08,FWD,0.0023,,
3/25/08,FWD,-0.0087,,
3/26/08,FWD,-0.0113,,
3/27/08,FWD,-0.0079,,
3/28/08,FWD,0.0057,,
3/31/08,FWD,0.0359,,
4/1/08,FWD,-0.0017,,
4/2/08,FWD,0.0013,,
4/3/08,FWD,0.0008,,
4/4/08,FWD,0.0016,,
4/7/08,FWD,-0.0048,,
4/8/08,FWD,-0.008,,
4/9/08,FWD,0.0045,,
4/10/08,FWD,-0.0203,,
4/11/08,FWD,-0.0034,,
4/14/08,FWD,0.0046,,
4/15/08,FWD,0.0228,,
4/16/08,FWD,0.0007,,
4/17/08,FWD,0.0181,,
4/18/08,FWD,-0.0015,,
4/21/08,FWD,-0.0088,,
4/22/08,FWD,0.0029,,
4/23/08,FWD,0.0064,,
4/24/08,FWD,0.0065,,
4/25/08,FWD,-0.001,,
4/28/08,FWD,-0.0039,,
4/29/08,FWD,-0.0038,,
4/30/08,FWD,0.0173,,
5/1/08,FWD,0.0032,,
5/2/08,FWD,-0.0044,,
5/5/08,FWD,0.0077,,
5/6/08,FWD,-0.0177,,
5/7/08,FWD,0.0037,,
5/8/08,FWD,-0.0065,,
5/9/08,FWD,0.011,,
5/12/08,FWD,-0.0002,,
5/13/08,FWD,0.0042,,
5/14/08,FWD,0.0108,,
5/15/08,FWD,0.0013,,
5/16/08,FWD,0.0009,,
5/19/08,FWD,-0.0093,,
5/20/08,FWD,-0.016,,
5/21/08,FWD,0.0028,,
5/22/08,FWD,-0.0132,,
5/23/08,FWD,0.0069,,
5/27/08,FWD,0.0042,,
5/28/08,FWD,0.0055,,
5/29/08,FWD,0.0015,,
5/30/08,FWD,-0.0105,,
6/2/08,FWD,-0.0057,,
6/3/08,FWD,0.0002,,
6/4/08,FWD,0.0196,,
6/5/08,FWD,-0.0308,,
6/6/08,FWD,0.0008,,
6/9/08,FWD,-0.0024,,
6/10/08,FWD,-0.0167,,
6/11/08,FWD,0.0034,,
6/12/08,FWD,0.0151,,
6/13/08,FWD,0.0001,,
6/16/08,FWD,-0.0068,,
6/17/08,FWD,-0.0097,,
6/18/08,FWD,0.004,,
6/19/08,FWD,-0.0185,,
6/20/08,FWD,0.0001,,
6/23/08,FWD,-0.0028,,
6/24/08,FWD,0.0059,,
6/25/08,FWD,-0.0291,,
6/26/08,FWD,-0.0037,,
6/27/08,FWD,0.0013,,
6/30/08,FWD,0.004,,
7/1/08,FWD,-0.0182,,
7/2/08,FWD,0.0011,,
7/3/08,FWD,-0.0084,,
7/7/08,FWD,0.0175,,
7/8/08,FWD,-0.0227,,
7/9/08,FWD,0.007,,
7/10/08,FWD,-0.011,,
7/11/08,FWD,-0.009,,
7/14/08,FWD,-0.0109,,
7/15/08,FWD,0.0252,,
7/16/08,FWD,0.012,,
7/17/08,FWD,0.0003,,
7/18/08,FWD,-0.0005,,
7/21/08,FWD,0.0135,,
7/22/08,FWD,0.0041,,
7/23/08,FWD,-0.0231,,
7/24/08,FWD,0.0042,,
7/25/08,FWD,-0.0186,,
7/28/08,FWD,0.0234,,
7/29/08,FWD,0.0167,,
7/30/08,FWD,-0.0129,,
7/31/08,FWD,-0.0056,,
8/1/08,FWD,-0.009,,
8/4/08,FWD,0.0288,,
8/5/08,FWD,0.0038,,
8/6/08,FWD,-0.0178,,
8/7/08,FWD,0.0239,,
8/8/08,FWD,0.0072,,
8/11/08,FWD,-0.012,,
8/12/08,FWD,-0.0026,,
8/13/08,FWD,0.0056,,
8/14/08,FWD,0.0042,,
8/15/08,FWD,-0.015,,
8/18/08,FWD,-0.0092,,
8/19/08,FWD,0.0063,,
8/20/08,FWD,0.0026,,
8/21/08,FWD,0.0114,,
8/22/08,FWD,-0.0196,,
8/25/08,FWD,0.0037,,
8/26/08,FWD,0.0082,,
8/27/08,FWD,0.015,,
8/28/08,FWD,-0.0137,,
8/29/08,FWD,-0.0041,,
9/2/08,FWD,-0.0015,,
9/3/08,FWD,-0.0299,,
9/4/08,FWD,0.0045,,
9/5/08,FWD,0.0207,,
9/8/08,FWD,-0.0341,,
9/9/08,FWD,0.0062,,
9/10/08,FWD,0.0141,,
9/11/08,FWD,0.0021,,
9/12/08,FWD,-0.0471,,
9/15/08,FWD,0.0175,,
9/16/08,FWD,-0.0471,,
9/17/08,FWD,0.0437,,
9/18/08,FWD,0.0402,,
9/19/08,FWD,-0.0382,,
9/22/08,FWD,-0.0156,,
9/23/08,FWD,-0.002,,
9/24/08,FWD,0.0197,,
9/25/08,FWD,0.0034,,
9/26/08,FWD,-0.0879,,
9/29/08,FWD,0.0542,,
9/30/08,FWD,-0.0044,,
10/1/08,FWD,-0.0401,,
10/2/08,FWD,-0.0135,,
10/3/08,FWD,-0.0385,,
10/6/08,FWD,-0.0574,,
10/7/08,FWD,-0.0108,,
10/8/08,FWD,-0.0762,,
10/9/08,FWD,-0.0117,,
10/10/08,FWD,0.1158,,
10/13/08,FWD,-0.0053,,
10/14/08,FWD,-0.0903,,
10/15/08,FWD,0.0425,,
10/16/08,FWD,-0.0062,,
10/17/08,FWD,0.0477,,
10/20/08,FWD,-0.0308,,
10/21/08,FWD,-0.0608,,
10/22/08,FWD,0.0127,,
10/23/08,FWD,-0.0345,,
10/24/08,FWD,-0.0318,,
10/27/08,FWD,0.1079,,
10/28/08,FWD,-0.0109,,
10/29/08,FWD,0.026,,
10/30/08,FWD,0.0154,,
10/31/08,FWD,-0.0025,,
11/3/08,FWD,0.0408,,
11/4/08,FWD,-0.0521,,
11/5/08,FWD,-0.05,,
11/6/08,FWD,0.0292,,
11/7/08,FWD,-0.0125,,
11/10/08,FWD,-0.022,,
11/11/08,FWD,-0.0515,,
11/12/08,FWD,0.0693,,
11/13/08,FWD,-0.0415,,
11/14/08,FWD,-0.0258,,
11/17/08,FWD,0.01,,
11/18/08,FWD,-0.0611,,
11/19/08,FWD,-0.0671,,
11/20/08,FWD,0.0635,,
11/21/08,FWD,0.0647,,
11/24/08,FWD,0.0067,,
11/25/08,FWD,0.0357,,
11/26/08,FWD,0.0097,,
11/28/08,FWD,-0.0892,,
12/1/08,FWD,0.04,,
12/2/08,FWD,0.0264,,
12/3/08,FWD,-0.0293,,
12/4/08,FWD,0.0365,,
12/5/08,FWD,0.0386,,
12/8/08,FWD,-0.0231,,
12/9/08,FWD,0.012,,
12/10/08,FWD,-0.0283,,
12/11/08,FWD,0.007,,
12/12/08,FWD,-0.0126,,
12/15/08,FWD,0.0514,,
12/16/08,FWD,-0.0095,,
12/17/08,FWD,-0.0211,,
12/18/08,FWD,0.003,,
12/19/08,FWD,-0.0182,,
12/22/08,FWD,-0.0095,,
12/23/08,FWD,0.0063,,
12/24/08,FWD,0.0053,,
12/26/08,FWD,-0.0035,,
12/29/08,FWD,0.0246,,
12/30/08,FWD,0.0142,,
12/31/08,FWD,0.0318,,
1/2/09,FWD,-0.0046,,
1/5/09,FWD,0.0078,,
1/6/09,FWD,-0.0295,,
1/7/09,FWD,0.0034,,
1/8/09,FWD,-0.0213,,
1/9/09,FWD,-0.0226,,
1/12/09,FWD,0.0018,,
1/13/09,FWD,-0.0334,,
1/14/09,FWD,0.0014,,
1/15/09,FWD,0.0076,,
1/16/09,FWD,-0.0528,,
1/20/09,FWD,0.0437,,
1/21/09,FWD,-0.0151,,
1/22/09,FWD,0.0054,,
1/23/09,FWD,0.0056,,
1/26/09,FWD,0.0109,,
1/27/09,FWD,0.0337,,
1/28/09,FWD,-0.033,,
1/29/09,FWD,-0.0228,,
1/30/09,FWD,-0.0005,,
2/2/09,FWD,0.0159,,
2/3/09,FWD,-0.0068,,
2/4/09,FWD,0.0164,,
2/5/09,FWD,0.0273,,
2/6/09,FWD,0.0015,,
2/9/09,FWD,-0.0491,,
2/10/09,FWD,0.0084,,
2/11/09,FWD,0.002,,
2/12/09,FWD,-0.0099,,
2/13/09,FWD,-0.0454,,
2/17/09,FWD,-0.0008,,
2/18/09,FWD,-0.0114,,
2/19/09,FWD,-0.0112,,
2/20/09,FWD,-0.0347,,
2/23/09,FWD,0.0401,,
2/24/09,FWD,-0.0104,,
2/25/09,FWD,-0.0156,,
2/26/09,FWD,-0.0235,,
2/27/09,FWD,-0.0466,,
3/2/09,FWD,-0.0064,,
3/3/09,FWD,0.0241,,
3/4/09,FWD,-0.0425,,
3/5/09,FWD,0.0015,,
3/6/09,FWD,-0.0099,,
3/9/09,FWD,0.0637,,
3/10/09,FWD,0.0028,,
3/11/09,FWD,0.0409,,
3/12/09,FWD,0.0078,,
3/13/09,FWD,-0.0035,,
3/16/09,FWD,0.0322,,
3/17/09,FWD,0.0209,,
3/18/09,FWD,-0.013,,
3/19/09,FWD,-0.0197,,
3/20/09,FWD,0.071,,
3/23/09,FWD,-0.0204,,
3/24/09,FWD,0.0096,,
3/25/09,FWD,0.0233,,
3/26/09,FWD,-0.0201,,
3/27/09,FWD,-0.0348,,
3/30/09,FWD,0.0131,,
3/31/09,FWD,0.0167,,
4/1/09,FWD,0.0288,,
4/2/09,FWD,0.0098,,
4/3/09,FWD,-0.0083,,
4/6/09,FWD,-0.0232,,
4/7/09,FWD,0.0118,,
4/8/09,FWD,0.0381,,
4/9/09,FWD,0.0026,,
4/13/09,FWD,-0.02,,
4/14/09,FWD,0.0126,,
4/15/09,FWD,0.0156,,
4/16/09,FWD,0.005,,
4/17/09,FWD,-0.0428,,
4/20/09,FWD,0.0213,,
4/21/09,FWD,-0.0075,,
4/22/09,FWD,0.0099,,
4/23/09,FWD,0.0168,,
4/24/09,FWD,-0.0101,,
4/27/09,FWD,-0.0027,,
4/28/09,FWD,0.0217,,
4/29/09,FWD,-0.0009,,
4/30/09,FWD,0.0054,,
5/1/09,FWD,0.0339,,
5/4/09,FWD,-0.0037,,
5/5/09,FWD,0.0178,,
5/6/09,FWD,-0.0132,,
5/7/09,FWD,0.0241,,
5/8/09,FWD,-0.0212,,
5/11/09,FWD,-0.0009,,
5/12/09,FWD,-0.0265,,
5/13/09,FWD,0.0105,,
5/14/09,FWD,-0.0112,,
5/15/09,FWD,0.0305,,
5/18/09,FWD,-0.0016,,
5/19/09,FWD,-0.0051,,
5/20/09,FWD,-0.0165,,
5/21/09,FWD,-0.0015,,
5/22/09,FWD,0.0263,,
5/26/09,FWD,-0.0188,,
5/27/09,FWD,0.0156,,
5/28/09,FWD,0.0136,,
5/29/09,FWD,0.0259,,
6/1/09,FWD,0.002,,
6/2/09,FWD,-0.0135,,
6/3/09,FWD,0.0117,,
6/4/09,FWD,-0.0025,,
6/5/09,FWD,-0.0008,,
6/8/09,FWD,0.0036,,
6/9/09,FWD,-0.0034,,
6/10/09,FWD,0.0064,,
6/11/09,FWD,0.0014,,
6/12/09,FWD,-0.0238,,
6/15/09,FWD,-0.0127,,
6/16/09,FWD,-0.0014,,
6/17/09,FWD,0.0086,,
6/18/09,FWD,0.0031,,
6/19/09,FWD,-0.0304,,
6/22/09,FWD,0.0023,,
6/23/09,FWD,0.0066,,
6/24/09,FWD,0.0215,,
6/25/09,FWD,-0.0013,,
6/26/09,FWD,0.0091,,
6/29/09,FWD,-0.0084,,
6/30/09,FWD,0.0045,,
7/1/09,FWD,-0.0291,,
7/2/09,FWD,0.0026,,
7/6/09,FWD,-0.0197,,
7/7/09,FWD,-0.0011,,
7/8/09,FWD,0.0036,,
7/9/09,FWD,-0.004,,
7/10/09,FWD,0.025,,
7/13/09,FWD,0.0053,,
7/14/09,FWD,0.0297,,
7/15/09,FWD,0.0087,,
7/16/09,FWD,-0.0004,,
7/17/09,FWD,0.0114,,
7/20/09,FWD,0.0036,,
7/21/09,FWD,-0.0003,,
7/22/09,FWD,0.0233,,
